"","yearmon","nombre.Agencia","Total"
"547",2014-07-01,"VILLAVICENCIO",34514.968
"548",2014-08-01,"VILLAVICENCIO",31390.006
"549",2014-09-01,"VILLAVICENCIO",27920.291
"550",2014-10-01,"VILLAVICENCIO",33129.051
"551",2014-11-01,"VILLAVICENCIO",30931.19
"552",2014-12-01,"VILLAVICENCIO",31892.6
"553",2015-01-01,"VILLAVICENCIO",31071.19
"554",2015-02-01,"VILLAVICENCIO",36575.243
"555",2015-03-01,"VILLAVICENCIO",27272.556
"556",2011-01-01,"YOPAL",7364.914
"557",2011-02-01,"YOPAL",8543.954
"558",2011-03-01,"YOPAL",12763.634
"559",2011-04-01,"YOPAL",6757.202
"560",2011-05-01,"YOPAL",10995.934
"561",2011-06-01,"YOPAL",10565.184
"562",2011-07-01,"YOPAL",11480.368
"563",2011-08-01,"YOPAL",10711.626
"564",2011-09-01,"YOPAL",12411.734
"565",2011-10-01,"YOPAL",12272.374
"566",2011-11-01,"YOPAL",13760.884
"567",2011-12-01,"YOPAL",12045.948
"568",2012-01-01,"YOPAL",17438.668
"569",2012-02-01,"YOPAL",14931.86
"570",2012-03-01,"YOPAL",14998.964
"571",2012-04-01,"YOPAL",12409.028
"572",2012-05-01,"YOPAL",12415.928
"573",2012-06-01,"YOPAL",13224.32
"574",2012-07-01,"YOPAL",13160.43
"575",2012-08-01,"YOPAL",10673.976
"576",2012-09-01,"YOPAL",12250.002
"577",2012-10-01,"YOPAL",12503.908
"578",2012-11-01,"YOPAL",13650.908
"579",2012-12-01,"YOPAL",12677.326
"580",2013-01-01,"YOPAL",11810.444
"581",2013-02-01,"YOPAL",16164.452
"582",2013-03-01,"YOPAL",14418.192
"583",2013-04-01,"YOPAL",13730.491
"584",2013-05-01,"YOPAL",11526.787
"585",2013-06-01,"YOPAL",20159.306
"586",2013-07-01,"YOPAL",11579.26
"587",2013-08-01,"YOPAL",12612.058
"588",2013-09-01,"YOPAL",10746.835
"589",2013-10-01,"YOPAL",13622.298
"590",2013-11-01,"YOPAL",9416.462
"591",2013-12-01,"YOPAL",13069.126
"592",2014-01-01,"YOPAL",13672.72
"593",2014-02-01,"YOPAL",13822.05
"594",2014-03-01,"YOPAL",14313.232
"595",2014-04-01,"YOPAL",18599.54
"596",2014-05-01,"YOPAL",10935.056
"597",2014-06-01,"YOPAL",14710.827
"598",2014-07-01,"YOPAL",13822.298
"599",2014-08-01,"YOPAL",11924.487
"600",2014-09-01,"YOPAL",17232.167
"601",2014-10-01,"YOPAL",12277.888
"602",2014-11-01,"YOPAL",15987.712
"603",2014-12-01,"YOPAL",12192.02
"604",2015-01-01,"YOPAL",12867.132
"605",2015-02-01,"YOPAL",15409.218
"606",2015-03-01,"YOPAL",11191.968
